dataset,shots,clip_encoder,image_layer,text_layer,text_aug,image_aug,image_views,modality,init,logit,hyper,hyperparameter,iter_mean,iter_std,eval_type,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std
peel,64,ViT-B/16,0,0,hand_crafted,none,1,uni_modal,zeroshot,4.60517,linear,"['optim_adamw-lr_0.001-wd_0.01-bs_8-iters_12800', 'optim_adamw-lr_0.001-wd_0.0-bs_8-iters_12800', 'optim_adamw-lr_0.001-wd_0.0-bs_8-iters_12800']",433.3333333333333,205.48046676563257,head,0.9925650557620816,1.1102230246251565e-16,0.9925925925925926,0.0
